Draw,Date,Pick3
0,2018-09-28,633
1,2018-09-28,219
0,2018-09-29,927
1,2018-09-29,238
0,2018-09-30,712
1,2018-09-30,772
0,2018-10-01,748
1,2018-10-01,407
0,2018-10-02,440
1,2018-10-02,329
0,2018-10-03,435
1,2018-10-03,384
0,2018-10-04,302
1,2018-10-04,210
0,2018-10-05,251
1,2018-10-05,905
0,2018-10-06,651
1,2018-10-06,451
0,2018-10-07,575
1,2018-10-07,128
0,2018-10-08,965
1,2018-10-08,95
0,2018-10-09,115
1,2018-10-09,338
0,2018-10-10,414
1,2018-10-10,476
0,2018-10-11,473
1,2018-10-11,471
0,2018-10-12,881
1,2018-10-12,377
0,2018-10-13,442
1,2018-10-13,327
0,2018-10-14,682
1,2018-10-14,994
0,2018-10-15,336
1,2018-10-15,1
0,2018-10-16,329
1,2018-10-16,718
0,2018-10-17,479
1,2018-10-17,296
0,2018-10-18,720
1,2018-10-18,648
0,2018-10-19,612
1,2018-10-19,200
0,2018-10-20,536
1,2018-10-20,481
0,2018-10-21,942
1,2018-10-21,266
0,2018-10-22,68
1,2018-10-22,90
0,2018-10-23,633
1,2018-10-23,167
0,2018-10-24,115
1,2018-10-24,705
0,2018-10-25,893
1,2018-10-25,690
0,2018-10-26,773
1,2018-10-26,2
0,2018-10-27,454
1,2018-10-27,370
0,2018-10-28,216
1,2018-10-28,943
0,2018-10-29,778
1,2018-10-29,590
0,2018-10-30,943
1,2018-10-30,651
0,2018-10-31,594
1,2018-10-31,929
0,2018-11-01,713
1,2018-11-01,342
0,2018-11-02,182
1,2018-11-02,18
0,2018-11-03,302
1,2018-11-03,836
0,2018-11-04,294
1,2018-11-04,559
0,2018-11-05,314
1,2018-11-05,947
0,2018-11-06,418
1,2018-11-06,911
0,2018-11-07,745
1,2018-11-07,375
0,2018-11-08,971
1,2018-11-08,441
0,2018-11-09,206
1,2018-11-09,483
0,2018-11-10,532
1,2018-11-10,362
0,2018-11-11,212
1,2018-11-11,824
0,2018-11-12,887
1,2018-11-12,946
0,2018-11-13,635
1,2018-11-13,525
0,2018-11-14,27
1,2018-11-14,23
0,2018-11-15,201
1,2018-11-15,177
0,2018-11-16,832
1,2018-11-16,671
0,2018-11-17,674
1,2018-11-17,655
0,2018-11-18,791
1,2018-11-18,53
0,2018-11-19,419
1,2018-11-19,14
0,2018-11-20,937
1,2018-11-20,39
0,2018-11-21,491
1,2018-11-21,679
0,2018-11-22,789
1,2018-11-22,598
0,2018-11-23,31
1,2018-11-23,325
0,2018-11-24,650
1,2018-11-24,307
0,2018-11-25,572
1,2018-11-25,295
0,2018-11-26,419
1,2018-11-26,790
0,2018-11-27,864
1,2018-11-27,41
0,2018-11-28,777
1,2018-11-28,192
0,2018-11-29,697
1,2018-11-29,411
0,2018-11-30,363
1,2018-11-30,171
0,2018-12-01,896
1,2018-12-01,173
0,2018-12-02,896
1,2018-12-02,215
0,2018-12-03,31
1,2018-12-03,451
0,2018-12-04,679
1,2018-12-04,885
0,2018-12-05,281
1,2018-12-05,384
0,2018-12-06,269
1,2018-12-06,529
0,2018-12-07,32
1,2018-12-07,848
0,2018-12-08,689
1,2018-12-08,639
0,2018-12-09,706
1,2018-12-09,102
0,2018-12-10,24
1,2018-12-10,303
0,2018-12-11,257
1,2018-12-11,554
0,2018-12-12,339
1,2018-12-12,398
0,2018-12-13,782
1,2018-12-13,443
0,2018-12-14,197
1,2018-12-14,104
0,2018-12-15,487
1,2018-12-15,663
0,2018-12-16,405
1,2018-12-16,405
0,2018-12-17,253
1,2018-12-17,407
0,2018-12-18,354
1,2018-12-18,150
0,2018-12-19,113
1,2018-12-19,588
0,2018-12-20,582
1,2018-12-20,242
0,2018-12-21,538
1,2018-12-21,796
0,2018-12-22,711
1,2018-12-22,841
0,2018-12-23,436
1,2018-12-23,428
0,2018-12-24,196
1,2018-12-24,446
0,2018-12-25,586
1,2018-12-25,644
0,2018-12-26,142
1,2018-12-26,472
0,2018-12-27,765
1,2018-12-27,56
0,2018-12-28,616
1,2018-12-28,644
0,2018-12-29,16
1,2018-12-29,49
0,2018-12-30,936
1,2018-12-30,256
0,2018-12-31,156
1,2018-12-31,326
0,2017-01-01,657
1,2017-01-01,611
0,2017-01-02,615
1,2017-01-02,539
0,2017-01-03,907
1,2017-01-03,844
0,2017-01-04,348
1,2017-01-04,107
0,2017-01-05,431
1,2017-01-05,916
0,2017-01-06,317
1,2017-01-06,861
0,2017-01-07,414
1,2017-01-07,886
0,2017-01-08,767
1,2017-01-08,958
0,2017-01-09,952
1,2017-01-09,674
0,2017-01-10,616
1,2017-01-10,867
0,2017-01-11,164
1,2017-01-11,834
0,2017-01-12,782
1,2017-01-12,487
0,2017-01-13,643
1,2017-01-13,556
0,2017-01-14,577
1,2017-01-14,312
0,2017-01-15,858
1,2017-01-15,30
0,2017-01-16,402
1,2017-01-16,855
0,2017-01-17,385
1,2017-01-17,984
0,2017-01-18,273
1,2017-01-18,689
0,2017-01-19,356
1,2017-01-19,572
0,2017-01-20,571
1,2017-01-20,265
0,2017-01-21,649
1,2017-01-21,707
0,2017-01-22,713
1,2017-01-22,247
0,2017-01-23,248
1,2017-01-23,944
0,2017-01-24,445
1,2017-01-24,272
0,2017-01-25,654
1,2017-01-25,77
0,2017-01-26,841
1,2017-01-26,7
0,2017-01-27,181
1,2017-01-27,283
0,2017-01-28,847
1,2017-01-28,159
0,2017-01-29,415
1,2017-01-29,645
0,2017-01-30,72
1,2017-01-30,200
0,2017-01-31,145
1,2017-01-31,777
0,2017-02-01,758
1,2017-02-01,792
0,2017-02-02,731
1,2017-02-02,323
0,2017-02-03,245
1,2017-02-03,31
0,2017-02-04,77
1,2017-02-04,673
0,2017-02-05,922
1,2017-02-05,172
0,2017-02-06,338
1,2017-02-06,250
0,2017-02-07,630
1,2017-02-07,727
0,2017-02-08,56
1,2017-02-08,755
0,2017-02-09,692
1,2017-02-09,630
0,2017-02-10,718
1,2017-02-10,797
0,2017-02-11,751
1,2017-02-11,206
0,2017-02-12,923
1,2017-02-12,782
0,2017-02-13,778
1,2017-02-13,602
0,2017-02-14,668
1,2017-02-14,601
0,2017-02-15,553
1,2017-02-15,297
0,2017-02-16,545
1,2017-02-16,214
0,2017-02-17,200
1,2017-02-17,805
0,2017-02-18,20
1,2017-02-18,613
0,2017-02-19,730
1,2017-02-19,836
0,2017-02-20,662
1,2017-02-20,134
0,2017-02-21,562
1,2017-02-21,366
0,2017-02-22,608
1,2017-02-22,81
0,2017-02-23,776
1,2017-02-23,583
0,2017-02-24,150
1,2017-02-24,312
0,2017-02-25,98
1,2017-02-25,823
0,2017-02-26,807
1,2017-02-26,555
0,2017-02-27,619
1,2017-02-27,269
0,2017-02-28,505
1,2017-02-28,538
0,2017-03-01,484
1,2017-03-01,163
0,2017-03-02,566
1,2017-03-02,326
0,2017-03-03,451
1,2017-03-03,887
0,2017-03-04,508
1,2017-03-04,796
0,2017-03-05,985
1,2017-03-05,885
0,2017-03-06,908
1,2017-03-06,515
0,2017-03-07,489
1,2017-03-07,724
0,2017-03-08,685
1,2017-03-08,94
0,2017-03-09,894
1,2017-03-09,496
0,2017-03-10,540
1,2017-03-10,413
0,2017-03-11,525
1,2017-03-11,225
0,2017-03-12,887
1,2017-03-12,357
0,2017-03-13,121
1,2017-03-13,35
0,2017-03-14,832
1,2017-03-14,364
0,2017-03-15,563
1,2017-03-15,245
0,2017-03-16,497
1,2017-03-16,287
0,2017-03-17,516
1,2017-03-17,21
0,2017-03-18,929
1,2017-03-18,976
0,2017-03-19,381
1,2017-03-19,104
0,2017-03-20,594
1,2017-03-20,19
0,2017-03-21,297
1,2017-03-21,820
0,2017-03-22,450
1,2017-03-22,755
0,2017-03-23,234
1,2017-03-23,236
0,2017-03-24,660
1,2017-03-24,851
0,2017-03-25,788
1,2017-03-25,198
0,2017-03-26,500
1,2017-03-26,465
0,2017-03-27,71
1,2017-03-27,15
0,2017-03-28,672
1,2017-03-28,9
0,2017-03-29,452
1,2017-03-29,821
0,2017-03-30,203
1,2017-03-30,987
0,2017-03-31,476
1,2017-03-31,729
0,2017-04-01,96
1,2017-04-01,103
0,2017-04-02,51
1,2017-04-02,557
0,2017-04-03,119
1,2017-04-03,488
0,2017-04-04,332
1,2017-04-04,64
0,2017-04-05,865
1,2017-04-05,578
0,2017-04-06,169
1,2017-04-06,112
0,2017-04-07,36
1,2017-04-07,649
0,2017-04-08,396
1,2017-04-08,692
0,2017-04-09,128
1,2017-04-09,908
0,2017-04-10,584
1,2017-04-10,693
0,2017-04-11,828
1,2017-04-11,534
0,2017-04-12,906
1,2017-04-12,750
0,2017-04-13,117
1,2017-04-13,415
0,2017-04-14,893
1,2017-04-14,2
0,2017-04-15,54
1,2017-04-15,823
0,2017-04-16,246
1,2017-04-16,679
0,2017-04-17,650
1,2017-04-17,948
0,2017-04-18,725
1,2017-04-18,148
0,2017-04-19,856
1,2017-04-19,940
0,2017-04-20,975
1,2017-04-20,767
0,2017-04-21,789
1,2017-04-21,363
0,2017-04-22,640
1,2017-04-22,296
0,2017-04-23,637
1,2017-04-23,53
0,2017-04-24,36
1,2017-04-24,200
0,2017-04-25,692
1,2017-04-25,513
0,2017-04-26,262
1,2017-04-26,621
0,2017-04-27,604
1,2017-04-27,527
0,2017-04-28,262
1,2017-04-28,118
0,2017-04-29,795
1,2017-04-29,601
0,2017-04-30,373
1,2017-04-30,491
0,2017-05-01,660
1,2017-05-01,586
0,2017-05-02,691
1,2017-05-02,298
0,2017-05-03,732
1,2017-05-03,390
0,2017-05-04,460
1,2017-05-04,691
0,2017-05-05,841
1,2017-05-05,811
0,2017-05-06,989
1,2017-05-06,821
0,2017-05-07,569
1,2017-05-07,316
0,2017-05-08,413
1,2017-05-08,156
0,2017-05-09,568
1,2017-05-09,273
0,2017-05-10,591
1,2017-05-10,201
0,2017-05-11,890
1,2017-05-11,416
0,2017-05-12,901
1,2017-05-12,976
0,2017-05-13,293
1,2017-05-13,172
0,2017-05-14,112
1,2017-05-14,957
0,2017-05-15,743
1,2017-05-15,33
0,2017-05-16,125
1,2017-05-16,874
0,2017-05-17,582
1,2017-05-17,787
0,2017-05-18,347
1,2017-05-18,952
0,2017-05-19,596
1,2017-05-19,177
0,2017-05-20,464
1,2017-05-20,237
0,2017-05-21,378
1,2017-05-21,138
0,2017-05-22,320
1,2017-05-22,421
0,2017-05-23,235
1,2017-05-23,535
0,2017-05-24,678
1,2017-05-24,548
0,2017-05-25,841
1,2017-05-25,560
0,2017-05-26,226
1,2017-05-26,16
0,2017-05-27,647
1,2017-05-27,866
0,2017-05-28,353
1,2017-05-28,183
0,2017-05-29,643
1,2017-05-29,772
0,2017-05-30,489
1,2017-05-30,22
0,2017-05-31,510
1,2017-05-31,331
0,2017-06-01,657
1,2017-06-01,935
0,2017-06-02,596
1,2017-06-02,954
0,2017-06-03,576
1,2017-06-03,807
0,2017-06-04,488
1,2017-06-04,26
0,2017-06-05,697
1,2017-06-05,45
0,2017-06-06,132
1,2017-06-06,266
0,2017-06-07,37
1,2017-06-07,500
0,2017-06-08,302
1,2017-06-08,195
0,2017-06-09,683
1,2017-06-09,234
0,2017-06-10,558
1,2017-06-10,597
0,2017-06-11,631
1,2017-06-11,145
0,2017-06-12,501
1,2017-06-12,801
0,2017-06-13,629
1,2017-06-13,921
0,2017-06-14,478
1,2017-06-14,852
0,2017-06-15,730
1,2017-06-15,804
0,2017-06-16,158
1,2017-06-16,834
0,2017-06-17,70
1,2017-06-17,273
0,2017-06-18,390
1,2017-06-18,103
0,2017-06-19,556
1,2017-06-19,829
0,2017-06-20,229
1,2017-06-20,747
0,2017-06-21,63
1,2017-06-21,695
0,2017-06-22,509
1,2017-06-22,263
0,2017-06-23,5
1,2017-06-23,707
0,2017-06-24,454
1,2017-06-24,428
0,2017-06-25,100
1,2017-06-25,247
0,2017-06-26,69
1,2017-06-26,958
0,2017-06-27,900
1,2017-06-27,234
0,2017-06-28,397
1,2017-06-28,828
0,2017-06-29,405
1,2017-06-29,537
0,2017-06-30,613
1,2017-06-30,550
0,2017-07-01,795
1,2017-07-01,556
0,2017-07-02,727
1,2017-07-02,71
0,2017-07-03,255
1,2017-07-03,686
0,2017-07-04,350
1,2017-07-04,352
0,2017-07-05,973
1,2017-07-05,936
0,2017-07-06,928
1,2017-07-06,125
0,2017-07-07,319
1,2017-07-07,232
0,2017-07-08,924
1,2017-07-08,422
0,2017-07-09,125
1,2017-07-09,171
0,2017-07-10,80
1,2017-07-10,359
0,2017-07-11,408
1,2017-07-11,485
0,2017-07-12,186
1,2017-07-12,303
0,2017-07-13,319
1,2017-07-13,387
0,2017-07-14,157
1,2017-07-14,969
0,2017-07-15,10
1,2017-07-15,498
0,2017-07-16,130
1,2017-07-16,435
0,2017-07-17,602
1,2017-07-17,734
0,2017-07-18,723
1,2017-07-18,625
0,2017-07-19,337
1,2017-07-19,350
0,2017-07-20,175
1,2017-07-20,754
0,2017-07-21,18
1,2017-07-21,563
0,2017-07-22,392
1,2017-07-22,93
0,2017-07-23,403
1,2017-07-23,618
0,2017-07-24,296
1,2017-07-24,880
0,2017-07-25,228
1,2017-07-25,281
0,2017-07-26,76
1,2017-07-26,856
0,2017-07-27,474
1,2017-07-27,651
0,2017-07-28,495
1,2017-07-28,258
0,2017-07-29,452
1,2017-07-29,408
0,2017-07-30,177
1,2017-07-30,25
0,2017-07-31,361
1,2017-07-31,523
0,2017-08-01,658
1,2017-08-01,366
0,2017-08-02,298
1,2017-08-02,212
0,2017-08-03,590
1,2017-08-03,157
0,2017-08-04,670
1,2017-08-04,187
0,2017-08-05,195
1,2017-08-05,742
0,2017-08-06,150
1,2017-08-06,679
0,2017-08-07,482
1,2017-08-07,605
0,2017-08-08,539
1,2017-08-08,390
0,2017-08-09,628
1,2017-08-09,567
0,2017-08-10,945
1,2017-08-10,825
0,2017-08-11,820
1,2017-08-11,140
0,2017-08-12,931
1,2017-08-12,461
0,2017-08-13,733
1,2017-08-13,567
0,2017-08-14,912
1,2017-08-14,445
0,2017-08-15,205
1,2017-08-15,249
0,2017-08-16,200
1,2017-08-16,941
0,2017-08-17,666
1,2017-08-17,785
0,2017-08-18,954
1,2017-08-18,265
0,2017-08-19,797
1,2017-08-19,230
0,2017-08-20,601
1,2017-08-20,630
0,2017-08-21,220
1,2017-08-21,750
0,2017-08-22,148
1,2017-08-22,500
0,2017-08-23,30
1,2017-08-23,989
0,2017-08-24,266
1,2017-08-24,388
0,2017-08-25,106
1,2017-08-25,995
0,2017-08-26,254
1,2017-08-26,930
0,2017-08-27,470
1,2017-08-27,79
0,2017-08-28,684
1,2017-08-28,608
0,2017-08-29,510
1,2017-08-29,784
0,2017-08-30,557
1,2017-08-30,163
0,2017-08-31,180
1,2017-08-31,294
0,2017-09-01,161
1,2017-09-01,169
0,2017-09-02,706
1,2017-09-02,321
0,2017-09-03,395
1,2017-09-03,923
0,2017-09-04,769
1,2017-09-04,123
0,2017-09-05,286
1,2017-09-05,804
0,2017-09-06,374
1,2017-09-06,305
0,2017-09-07,639
1,2017-09-07,103
0,2017-09-08,700
1,2017-09-08,225
0,2017-09-09,615
1,2017-09-09,962
0,2017-09-10,352
1,2017-09-10,131
0,2017-09-11,412
1,2017-09-11,29
0,2017-09-12,207
1,2017-09-12,564
0,2017-09-13,907
1,2017-09-13,133
0,2017-09-14,337
1,2017-09-14,495
0,2017-09-15,532
1,2017-09-15,411
0,2017-09-16,276
1,2017-09-16,889
0,2017-09-17,170
1,2017-09-17,147
0,2017-09-18,652
1,2017-09-18,572
0,2017-09-19,601
1,2017-09-19,662
0,2017-09-20,98
1,2017-09-20,270
0,2017-09-21,323
1,2017-09-21,694
0,2017-09-22,505
1,2017-09-22,357
0,2017-09-23,800
1,2017-09-23,503
0,2017-09-24,817
1,2017-09-24,887
0,2017-09-25,388
1,2017-09-25,444
0,2017-09-26,668
1,2017-09-26,600
0,2017-09-27,20
1,2017-09-27,787
0,2017-09-28,602
1,2017-09-28,815
0,2017-09-29,690
1,2017-09-29,839
0,2017-09-30,379
1,2017-09-30,335
0,2017-10-01,818
1,2017-10-01,213
0,2017-10-02,603
1,2017-10-02,432
0,2017-10-03,917
1,2017-10-03,614
0,2017-10-04,384
1,2017-10-04,413
0,2017-10-05,78
1,2017-10-05,394
0,2017-10-06,886
1,2017-10-06,297
0,2017-10-07,987
1,2017-10-07,994
0,2017-10-08,74
1,2017-10-08,863
0,2017-10-09,738
1,2017-10-09,948
0,2017-10-10,341
1,2017-10-10,228
0,2017-10-11,267
1,2017-10-11,107
0,2017-10-12,893
1,2017-10-12,757
0,2017-10-13,251
1,2017-10-13,3
0,2017-10-14,157
1,2017-10-14,745
0,2017-10-15,524
1,2017-10-15,708
0,2017-10-16,646
1,2017-10-16,205
0,2017-10-17,219
1,2017-10-17,850
0,2017-10-18,928
1,2017-10-18,606
0,2017-10-19,454
1,2017-10-19,308
0,2017-10-20,57
1,2017-10-20,798
0,2017-10-21,219
1,2017-10-21,59
0,2017-10-22,806
1,2017-10-22,797
0,2017-10-23,472
1,2017-10-23,658
0,2017-10-24,383
1,2017-10-24,589
0,2017-10-25,912
1,2017-10-25,688
0,2017-10-26,610
1,2017-10-26,374
0,2017-10-27,393
1,2017-10-27,223
0,2017-10-28,191
1,2017-10-28,233
0,2017-10-29,353
1,2017-10-29,255
0,2017-10-30,411
1,2017-10-30,853
0,2017-10-31,778
1,2017-10-31,945
0,2017-11-01,745
1,2017-11-01,351
0,2017-11-02,235
1,2017-11-02,871
0,2017-11-03,183
1,2017-11-03,893
0,2017-11-04,691
1,2017-11-04,583
0,2017-11-05,448
1,2017-11-05,459
0,2017-11-06,454
1,2017-11-06,899
0,2017-11-07,515
1,2017-11-07,924
0,2017-11-08,929
1,2017-11-08,117
0,2017-11-09,82
1,2017-11-09,887
0,2017-11-10,667
1,2017-11-10,845
0,2017-11-11,717
1,2017-11-11,468
0,2017-11-12,477
1,2017-11-12,896
0,2017-11-13,536
1,2017-11-13,96
0,2017-11-14,635
1,2017-11-14,76
0,2017-11-15,655
1,2017-11-15,183
0,2017-11-16,140
1,2017-11-16,832
0,2017-11-17,236
1,2017-11-17,251
0,2017-11-18,403
1,2017-11-18,653
0,2017-11-19,632
1,2017-11-19,277
0,2017-11-20,455
1,2017-11-20,808
0,2017-11-21,572
1,2017-11-21,980
0,2017-11-22,257
1,2017-11-22,888
0,2017-11-23,892
1,2017-11-23,434
0,2017-11-24,266
1,2017-11-24,977
0,2017-11-25,326
1,2017-11-25,87
0,2017-11-26,165
1,2017-11-26,812
0,2017-11-27,259
1,2017-11-27,728
0,2017-11-28,434
1,2017-11-28,633
0,2017-11-29,759
1,2017-11-29,691
0,2017-11-30,125
1,2017-11-30,941
0,2017-12-01,185
1,2017-12-01,310
0,2017-12-02,298
1,2017-12-02,425
0,2017-12-03,663
1,2017-12-03,444
0,2017-12-04,477
1,2017-12-04,230
0,2017-12-05,800
1,2017-12-05,129
0,2017-12-06,241
1,2017-12-06,369
0,2017-12-07,909
1,2017-12-07,650
0,2017-12-08,415
1,2017-12-08,952
0,2017-12-09,991
1,2017-12-09,573
0,2017-12-10,336
1,2017-12-10,373
0,2017-12-11,331
1,2017-12-11,338
0,2017-12-12,149
1,2017-12-12,232
0,2017-12-13,110
1,2017-12-13,121
0,2017-12-14,285
1,2017-12-14,450
0,2017-12-15,265
1,2017-12-15,772
0,2017-12-16,440
1,2017-12-16,176
0,2017-12-17,158
1,2017-12-17,494
0,2017-12-18,395
1,2017-12-18,667
0,2017-12-19,697
1,2017-12-19,147
0,2017-12-20,873
1,2017-12-20,166
0,2017-12-21,955
1,2017-12-21,88
0,2017-12-22,492
1,2017-12-22,829
0,2017-12-23,29
1,2017-12-23,928
0,2017-12-24,424
1,2017-12-24,670
0,2017-12-25,551
1,2017-12-25,44
0,2017-12-26,475
1,2017-12-26,115
0,2017-12-27,584
1,2017-12-27,132
0,2017-12-28,989
1,2017-12-28,903
0,2017-12-29,406
1,2017-12-29,895
0,2017-12-30,835
1,2017-12-30,302
0,2017-12-31,374
1,2017-12-31,712
0,2016-01-01,594
1,2016-01-01,988
0,2016-01-02,163
1,2016-01-02,727
0,2016-01-03,414
1,2016-01-03,35
0,2016-01-04,925
1,2016-01-04,628
0,2016-01-05,299
1,2016-01-05,136
0,2016-01-06,521
1,2016-01-06,762
0,2016-01-07,707
1,2016-01-07,216
0,2016-01-08,439
1,2016-01-08,658
0,2016-01-09,662
1,2016-01-09,501
0,2016-01-10,314
1,2016-01-10,546
0,2016-01-11,724
1,2016-01-11,270
0,2016-01-12,597
1,2016-01-12,503
0,2016-01-13,977
1,2016-01-13,294
0,2016-01-14,640
1,2016-01-14,176
0,2016-01-15,405
1,2016-01-15,563
0,2016-01-16,600
1,2016-01-16,635
0,2016-01-17,899
1,2016-01-17,749
0,2016-01-18,614
1,2016-01-18,775
0,2016-01-19,280
1,2016-01-19,297
0,2016-01-20,443
1,2016-01-20,696
0,2016-01-21,158
1,2016-01-21,931
0,2016-01-22,780
1,2016-01-22,978
0,2016-01-23,888
1,2016-01-23,88
0,2016-01-24,294
1,2016-01-24,187
0,2016-01-25,18
1,2016-01-25,926
0,2016-01-26,777
1,2016-01-26,103
0,2016-01-27,870
1,2016-01-27,73
0,2016-01-28,125
1,2016-01-28,421
0,2016-01-29,556
1,2016-01-29,472
0,2016-01-30,631
1,2016-01-30,856
0,2016-01-31,994
1,2016-01-31,163
0,2016-02-01,437
1,2016-02-01,505
0,2016-02-02,462
1,2016-02-02,269
0,2016-02-03,558
1,2016-02-03,733
0,2016-02-04,863
1,2016-02-04,374
0,2016-02-05,989
1,2016-02-05,314
0,2016-02-06,90
1,2016-02-06,780
0,2016-02-07,895
1,2016-02-07,85
0,2016-02-08,126
1,2016-02-08,38
0,2016-02-09,38
1,2016-02-09,954
0,2016-02-10,496
1,2016-02-10,639
0,2016-02-11,886
1,2016-02-11,202
0,2016-02-12,209
1,2016-02-12,700
0,2016-02-13,143
1,2016-02-13,346
0,2016-02-14,136
1,2016-02-14,586
0,2016-02-15,554
1,2016-02-15,321
0,2016-02-16,638
1,2016-02-16,790
0,2016-02-17,808
1,2016-02-17,267
0,2016-02-18,400
1,2016-02-18,933
0,2016-02-19,139
1,2016-02-19,964
0,2016-02-20,128
1,2016-02-20,790
0,2016-02-21,427
1,2016-02-21,728
0,2016-02-22,386
1,2016-02-22,21
0,2016-02-23,593
1,2016-02-23,58
0,2016-02-24,226
1,2016-02-24,122
0,2016-02-25,820
1,2016-02-25,628
0,2016-02-26,836
1,2016-02-26,25
0,2016-02-27,436
1,2016-02-27,471
0,2016-02-28,187
1,2016-02-28,632
0,2016-02-29,2
1,2016-02-29,133
0,2016-03-01,799
1,2016-03-01,514
0,2016-03-02,666
1,2016-03-02,894
0,2016-03-03,344
1,2016-03-03,453
0,2016-03-04,662
1,2016-03-04,130
0,2016-03-05,112
1,2016-03-05,500
0,2016-03-06,59
1,2016-03-06,770
0,2016-03-07,44
1,2016-03-07,328
0,2016-03-08,978
1,2016-03-08,108
0,2016-03-09,998
1,2016-03-09,144
0,2016-03-10,169
1,2016-03-10,196
0,2016-03-11,631
1,2016-03-11,985
0,2016-03-12,344
1,2016-03-12,355
0,2016-03-13,977
1,2016-03-13,111
0,2016-03-14,290
1,2016-03-14,535
0,2016-03-15,291
1,2016-03-15,473
0,2016-03-16,251
1,2016-03-16,661
0,2016-03-17,559
1,2016-03-17,786
0,2016-03-18,974
1,2016-03-18,542
0,2016-03-19,346
1,2016-03-19,261
0,2016-03-20,525
1,2016-03-20,372
0,2016-03-21,117
1,2016-03-21,514
0,2016-03-22,235
1,2016-03-22,120
0,2016-03-23,11
1,2016-03-23,691
0,2016-03-24,628
1,2016-03-24,345
0,2016-03-25,904
1,2016-03-25,657
0,2016-03-26,504
1,2016-03-26,610
0,2016-03-27,528
1,2016-03-27,288
0,2016-03-28,357
1,2016-03-28,139
0,2016-03-29,935
1,2016-03-29,924
0,2016-03-30,713
1,2016-03-30,774
0,2016-03-31,760
1,2016-03-31,842
0,2016-04-01,886
1,2016-04-01,110
0,2016-04-02,96
1,2016-04-02,898
0,2016-04-03,160
1,2016-04-03,801
0,2016-04-04,883
1,2016-04-04,915
0,2016-04-05,554
1,2016-04-05,218
0,2016-04-06,414
1,2016-04-06,478
0,2016-04-07,49
1,2016-04-07,792
0,2016-04-08,412
1,2016-04-08,516
0,2016-04-09,963
1,2016-04-09,340
0,2016-04-10,203
1,2016-04-10,431
0,2016-04-11,351
1,2016-04-11,545
0,2016-04-12,929
1,2016-04-12,403
0,2016-04-13,187
1,2016-04-13,221
0,2016-04-14,490
1,2016-04-14,264
0,2016-04-15,453
1,2016-04-15,25
0,2016-04-16,633
1,2016-04-16,760
0,2016-04-17,37
1,2016-04-17,848
0,2016-04-18,973
1,2016-04-18,961
0,2016-04-19,793
1,2016-04-19,954
0,2016-04-20,119
1,2016-04-20,235
0,2016-04-21,929
1,2016-04-21,522
0,2016-04-22,823
1,2016-04-22,675
0,2016-04-23,350
1,2016-04-23,82
0,2016-04-24,246
1,2016-04-24,199
0,2016-04-25,810
1,2016-04-25,378
0,2016-04-26,282
1,2016-04-26,220
0,2016-04-27,80
1,2016-04-27,550
0,2016-04-28,93
1,2016-04-28,192
0,2016-04-29,523
1,2016-04-29,863
0,2016-04-30,58
1,2016-04-30,599
0,2016-05-01,668
1,2016-05-01,888
0,2016-05-02,785
1,2016-05-02,617
0,2016-05-03,648
1,2016-05-03,925
0,2016-05-04,610
1,2016-05-04,161
0,2016-05-05,62
1,2016-05-05,685
0,2016-05-06,689
1,2016-05-06,43
0,2016-05-07,321
1,2016-05-07,882
0,2016-05-08,302
1,2016-05-08,372
0,2016-05-09,251
1,2016-05-09,587
0,2016-05-10,283
1,2016-05-10,937
0,2016-05-11,304
1,2016-05-11,639
0,2016-05-12,84
1,2016-05-12,34
0,2016-05-13,102
1,2016-05-13,67
0,2016-05-14,664
1,2016-05-14,541
0,2016-05-15,149
1,2016-05-15,138
0,2016-05-16,335
1,2016-05-16,746
0,2016-05-17,282
1,2016-05-17,299
0,2016-05-18,415
1,2016-05-18,745
0,2016-05-19,337
1,2016-05-19,863
0,2016-05-20,878
1,2016-05-20,550
0,2016-05-21,63
1,2016-05-21,582
0,2016-05-22,64
1,2016-05-22,947
0,2016-05-23,205
1,2016-05-23,697
0,2016-05-24,223
1,2016-05-24,885
0,2016-05-25,329
1,2016-05-25,752
0,2016-05-26,361
1,2016-05-26,418
0,2016-05-27,434
1,2016-05-27,989
0,2016-05-28,57
1,2016-05-28,591
0,2016-05-29,173
1,2016-05-29,179
0,2016-05-30,746
1,2016-05-30,79
0,2016-05-31,340
1,2016-05-31,314
0,2016-06-01,149
1,2016-06-01,824
0,2016-06-02,645
1,2016-06-02,908
0,2016-06-03,898
1,2016-06-03,914
0,2016-06-04,959
1,2016-06-04,573
0,2016-06-05,820
1,2016-06-05,171
0,2016-06-06,743
1,2016-06-06,889
0,2016-06-07,741
1,2016-06-07,737
0,2016-06-08,607
1,2016-06-08,510
0,2016-06-09,114
1,2016-06-09,391
0,2016-06-10,569
1,2016-06-10,810
0,2016-06-11,638
1,2016-06-11,413
0,2016-06-12,517
1,2016-06-12,17
0,2016-06-13,942
1,2016-06-13,959
0,2016-06-14,358
1,2016-06-14,874
0,2016-06-15,259
1,2016-06-15,328
0,2016-06-16,1
1,2016-06-16,683
0,2016-06-17,956
1,2016-06-17,619
0,2016-06-18,712
1,2016-06-18,565
0,2016-06-19,613
1,2016-06-19,923
0,2016-06-20,801
1,2016-06-20,420
0,2016-06-21,541
1,2016-06-21,431
0,2016-06-22,955
1,2016-06-22,289
0,2016-06-23,505
1,2016-06-23,811
0,2016-06-24,523
