Draw,Date,Pick3,Pick4,Pick5
0,2018-02-18,603,7413,30327
1,2018-02-18,157,9809,72174
0,2018-02-19,587,9715,80186
1,2018-02-19,294,4326,34009
0,2018-02-20,166,1203,20487
1,2018-02-20,767,9756,85325
0,2018-02-21,529,4044,35168
1,2018-02-21,924,5467,62921
0,2018-02-22,60,7837,12155
1,2018-02-22,98,9393,69941
0,2018-02-23,591,2658,48025
1,2018-02-23,812,7881,99317
0,2018-02-24,622,5347,80916
1,2018-02-24,748,9787,82259
0,2018-02-25,999,5970,75420
1,2018-02-25,239,4222,46991
0,2018-02-26,584,7709,95982
1,2018-02-26,266,432,58202
0,2018-02-27,958,517,63264
1,2018-02-27,937,9060,78780
0,2018-02-28,641,4681,589
1,2018-02-28,5,3167,39985
0,2018-03-01,812,1081,19799
1,2018-03-01,814,798,7753
0,2018-03-02,272,759,61123
1,2018-03-02,8,3271,88483
0,2018-03-03,562,8200,63457
1,2018-03-03,289,1147,48280
0,2018-03-04,244,9118,30923
1,2018-03-04,194,221,10751
0,2018-03-05,91,6696,68889
1,2018-03-05,7,9727,82623
0,2018-03-06,644,4464,52306
1,2018-03-06,293,6024,24555
0,2018-03-07,804,7381,74973
1,2018-03-07,8,6702,21696
0,2018-03-08,85,7153,8814
1,2018-03-08,470,1669,676
0,2018-03-09,492,8724,68711
1,2018-03-09,351,7624,65597
0,2018-03-10,461,2540,78406
1,2018-03-10,729,8741,81931
0,2018-03-11,749,9540,33161
1,2018-03-11,490,7457,79223
0,2018-03-12,202,3265,48710
1,2018-03-12,453,782,79703
0,2018-03-13,713,5830,15984
1,2018-03-13,362,5835,23902
0,2018-03-14,198,4017,78405
1,2018-03-14,281,6424,50175
0,2018-03-15,479,6113,65503
1,2018-03-15,973,3161,97435
0,2018-03-16,13,1693,98066
1,2018-03-16,222,6644,35400
0,2018-03-17,728,7499,61369
1,2018-03-17,629,3368,56692
0,2018-03-18,507,782,99168
1,2018-03-18,420,2217,31721
0,2018-03-19,98,6625,95577
1,2018-03-19,996,8087,58004
0,2018-03-20,240,4438,68211
1,2018-03-20,398,9470,80181
0,2018-03-21,979,8323,63703
1,2018-03-21,421,3299,44211
0,2018-03-22,159,1837,46483
1,2018-03-22,759,1607,13462
0,2018-03-23,746,7279,16850
1,2018-03-23,224,5886,91966
0,2018-03-24,808,8145,7409
1,2018-03-24,495,6191,52902
0,2018-03-25,333,2337,32836
1,2018-03-25,655,8145,99878
0,2018-03-26,604,9323,47730
1,2018-03-26,452,2736,10181
0,2018-03-27,258,2407,8388
1,2018-03-27,477,5528,29850
0,2018-03-28,452,6418,36291
1,2018-03-28,932,366,14617
0,2018-03-29,250,4004,75618
1,2018-03-29,670,816,72557
0,2018-03-30,646,1983,93935
1,2018-03-30,184,8102,16191
0,2018-03-31,305,305,68009
1,2018-03-31,457,2632,77070
0,2018-04-01,734,4371,35787
1,2018-04-01,255,4884,33654
0,2018-04-02,236,8867,86355
1,2018-04-02,218,4641,62198
0,2018-04-03,406,8851,34866
1,2018-04-03,384,9866,54146
0,2018-04-04,30,7593,87726
1,2018-04-04,465,5469,69202
0,2018-04-05,809,7588,23709
1,2018-04-05,186,6688,275
0,2018-04-06,637,1167,50071
1,2018-04-06,616,4949,6531
0,2018-04-07,291,7878,27768
1,2018-04-07,905,5488,73945
0,2018-04-08,658,6462,4084
1,2018-04-08,179,9478,90932
0,2018-04-09,850,3636,74620
1,2018-04-09,10,5884,10832
0,2018-04-10,748,5593,53426
1,2018-04-10,206,5135,53361
0,2018-04-11,321,3653,49631
1,2018-04-11,630,7692,28020
0,2018-04-12,563,5943,84617
1,2018-04-12,790,8594,55245
0,2018-04-13,553,1065,25434
1,2018-04-13,158,703,66245
0,2018-04-14,478,5241,30829
1,2018-04-14,12,6124,28896
0,2018-04-15,822,4580,33433
1,2018-04-15,203,1916,429
0,2018-04-16,609,1529,48693
1,2018-04-16,537,328,21242
0,2018-04-17,702,5418,34986
1,2018-04-17,721,7612,63826
0,2018-04-18,70,8008,28222
1,2018-04-18,72,1778,29354
0,2018-04-19,467,6824,34184
1,2018-04-19,211,5873,53601
0,2018-04-20,991,9793,22802
1,2018-04-20,314,2848,34431
0,2018-04-21,550,519,80482
1,2018-04-21,51,1877,11390
0,2018-04-22,255,8616,35199
1,2018-04-22,497,768,20672
0,2018-04-23,314,5155,31302
1,2018-04-23,42,9234,34432
0,2018-04-24,420,7715,98399
1,2018-04-24,161,5705,11286
0,2018-04-25,312,6118,42796
1,2018-04-25,307,4140,80678
0,2018-04-26,559,4202,13151
1,2018-04-26,318,9114,29601
0,2018-04-27,788,7703,88631
1,2018-04-27,994,4485,8422
0,2018-04-28,230,809,29482
1,2018-04-28,239,6242,29015
0,2018-04-29,690,5912,66756
1,2018-04-29,660,470,14643
0,2018-04-30,691,2404,92235
1,2018-04-30,456,2243,72756
0,2018-05-01,396,879,31551
1,2018-05-01,154,9491,16511
0,2018-05-02,11,4627,76650
1,2018-05-02,445,4359,89637
0,2018-05-03,803,3041,27263
1,2018-05-03,182,5212,92091
0,2018-05-04,444,8462,32038
1,2018-05-04,87,6197,39822
0,2018-05-05,903,1283,96704
1,2018-05-05,99,907,42160
0,2018-05-06,306,4114,84274
1,2018-05-06,847,8739,77268
0,2018-05-07,985,7620,62898
1,2018-05-07,677,3018,48536
0,2018-05-08,5,6803,79838
1,2018-05-08,920,4380,53484
0,2018-05-09,180,8079,49979
1,2018-05-09,643,6281,66338
0,2018-05-10,239,1035,32388
1,2018-05-10,801,9576,5927
0,2018-05-11,293,9169,9488
1,2018-05-11,554,5749,56959
0,2018-05-12,323,8381,45742
1,2018-05-12,815,278,81241
0,2018-05-13,698,5387,21002
1,2018-05-13,630,1564,98586
0,2018-05-14,81,2895,96378
1,2018-05-14,751,7652,11859
0,2018-05-15,323,1872,96400
1,2018-05-15,123,3015,1754
0,2018-05-16,592,2008,27263
1,2018-05-16,489,4281,15159
0,2018-05-17,142,2655,57549
1,2018-05-17,913,3210,1888
0,2018-05-18,307,6694,2976
1,2018-05-18,517,4001,13962
0,2018-05-19,139,8850,44173
1,2018-05-19,28,6440,53579
0,2018-05-20,373,7038,74233
1,2018-05-20,632,1192,35791
0,2018-05-21,781,4823,7999
1,2018-05-21,938,5908,41578
0,2018-05-22,582,9949,40416
1,2018-05-22,917,7250,94689
0,2018-05-23,949,1423,79886
1,2018-05-23,118,8027,50235
0,2018-05-24,791,9053,71709
1,2018-05-24,364,3765,94058
0,2018-05-25,987,1841,25311
1,2018-05-25,766,2587,31650
0,2018-05-26,488,316,81706
1,2018-05-26,805,8253,56128
0,2018-05-27,224,7476,99830
1,2018-05-27,949,9495,93298
0,2018-05-28,145,1089,36631
1,2018-05-28,619,2200,94488
0,2018-05-29,977,8027,90386
1,2018-05-29,285,7141,21134
0,2018-05-30,217,112,63826
1,2018-05-30,914,7899,58119
0,2018-05-31,250,5220,46784
1,2018-05-31,164,5303,43209
0,2018-06-01,578,787,60004
1,2018-06-01,496,4251,64412
0,2018-06-02,726,6639,2087
1,2018-06-02,140,206,60684
0,2018-06-03,41,4985,38073
1,2018-06-03,183,7706,48359
0,2018-06-04,547,7022,18250
1,2018-06-04,589,4115,88236
0,2018-06-05,873,6960,6155
1,2018-06-05,693,3396,91559
0,2018-06-06,273,1231,80075
1,2018-06-06,24,7892,6930
0,2018-06-07,731,3090,87805
1,2018-06-07,973,4952,99753
0,2018-06-08,663,5987,47747
1,2018-06-08,447,7964,25612
0,2018-06-09,188,307,91999
1,2018-06-09,328,2922,95460
0,2018-06-10,3,5540,58776
1,2018-06-10,602,7887,90622
0,2018-06-11,731,6874,47787
1,2018-06-11,702,3241,46385
0,2018-06-12,613,8765,95127
1,2018-06-12,192,3582,84507
0,2018-06-13,233,1291,8552
1,2018-06-13,486,6014,61604
0,2018-06-14,867,372,13660
1,2018-06-14,874,7988,60792
0,2018-06-15,624,3542,40900
1,2018-06-15,533,3356,10580
0,2018-06-16,35,8641,1441
1,2018-06-16,642,3736,74600
0,2018-06-17,782,8274,88368
1,2018-06-17,498,4924,56224
0,2018-06-18,371,2552,30299
1,2018-06-18,318,5437,27405
0,2018-06-19,830,4435,28415
1,2018-06-19,118,956,88340
0,2018-06-20,101,9532,37628
1,2018-06-20,705,1972,35542
0,2018-06-21,456,1651,17568
1,2018-06-21,995,9431,66023
0,2018-06-22,933,9280,48018
1,2018-06-22,901,3363,82535
0,2018-06-23,781,5436,31938
1,2018-06-23,605,9128,55389
0,2018-06-24,317,6245,37591
1,2018-06-24,722,704,29542
0,2018-06-25,628,9410,1669
1,2018-06-25,910,9198,48495
0,2018-06-26,588,7008,90460
1,2018-06-26,275,2588,97699
0,2018-06-27,50,3437,45426
1,2018-06-27,448,4994,82498
0,2018-06-28,616,2917,81206
1,2018-06-28,132,9262,74247
0,2018-06-29,420,4281,38434
1,2018-06-29,141,2543,82867
0,2018-06-30,810,9477,38664
1,2018-06-30,267,6236,38330
0,2018-07-01,361,2410,84718
1,2018-07-01,273,8281,96351
0,2018-07-02,20,3729,98392
1,2018-07-02,494,8334,56260
0,2018-07-03,669,2203,39155
1,2018-07-03,119,5445,5720
0,2018-07-04,168,6574,12600
1,2018-07-04,694,3844,93867
0,2018-07-05,383,9319,99712
1,2018-07-05,724,1903,98547
0,2018-07-06,212,3374,85782
1,2018-07-06,7,5374,6566
0,2018-07-07,410,5802,7955
1,2018-07-07,955,5339,90568
0,2018-07-08,122,6773,35148
1,2018-07-08,149,9335,66446
0,2018-07-09,201,7805,37520
1,2018-07-09,507,7863,46238
0,2018-07-10,751,9688,68216
1,2018-07-10,897,1138,46214
0,2018-07-11,189,3837,78151
1,2018-07-11,368,1302,50311
0,2018-07-12,221,4182,88580
1,2018-07-12,778,7785,11574
0,2018-07-13,283,1551,21744
1,2018-07-13,686,19,41004
0,2018-07-14,20,8712,8791
1,2018-07-14,503,5314,73930
0,2018-07-15,485,6456,90772
1,2018-07-15,731,8417,62203
0,2018-07-16,806,8558,63386
1,2018-07-16,851,1948,59529
0,2018-07-17,848,1562,47652
1,2018-07-17,740,7565,55436
0,2018-07-18,303,8685,63461
1,2018-07-18,728,2100,52576
0,2018-07-19,275,6835,33518
1,2018-07-19,153,343,78281
0,2018-07-20,940,2460,37369
1,2018-07-20,44,5835,10204
0,2018-07-21,715,7422,12049
1,2018-07-21,236,3381,72035
0,2018-07-22,299,311,39479
1,2018-07-22,417,7050,54362
0,2018-07-23,923,1287,46141
1,2018-07-23,376,2222,7805
0,2018-07-24,817,2795,61065
1,2018-07-24,217,4766,43853
0,2018-07-25,355,218,83888
1,2018-07-25,812,6885,97057
0,2018-07-26,111,6482,4106
1,2018-07-26,516,2813,52062
0,2018-07-27,657,222,89595
1,2018-07-27,706,6240,38258
0,2018-07-28,322,8054,50843
1,2018-07-28,186,9746,71211
0,2018-07-29,14,4047,34277
1,2018-07-29,431,9280,79888
0,2018-07-30,939,6537,97651
1,2018-07-30,676,9606,67280
0,2018-07-31,809,4574,95522
1,2018-07-31,223,2216,68989
0,2018-08-01,513,1400,11301
1,2018-08-01,508,1782,64374
0,2018-08-02,61,6782,75235
1,2018-08-02,183,2563,2554
0,2018-08-03,962,9492,48805
1,2018-08-03,769,2787,10941
0,2018-08-04,800,1121,24285
1,2018-08-04,131,4669,50912
0,2018-08-05,518,774,42916
1,2018-08-05,991,9013,56341
0,2018-08-06,593,5272,90485
1,2018-08-06,915,6017,69983
0,2018-08-07,246,7246,7127
1,2018-08-07,917,8348,25075
0,2018-08-08,263,3793,65265
1,2018-08-08,738,5946,74601
0,2018-08-09,676,652,45723
1,2018-08-09,824,2561,88992
0,2018-08-10,416,3961,55568
1,2018-08-10,16,5777,31434
0,2018-08-11,447,2843,51291
1,2018-08-11,763,6829,66702
0,2018-08-12,254,7078,79711
1,2018-08-12,239,8879,15277
0,2018-08-13,791,3264,43234
1,2018-08-13,764,272,80780
0,2018-08-14,476,1281,38065
1,2018-08-14,996,6331,7637
0,2018-08-15,454,2375,17333
1,2018-08-15,45,5727,76011
0,2018-08-16,658,4942,84634
1,2018-08-16,412,8596,1529
0,2018-08-17,786,2740,20407
1,2018-08-17,359,5238,46341
0,2018-08-18,853,4904,30231
1,2018-08-18,251,5301,50253
0,2018-08-19,877,5797,63953
1,2018-08-19,304,6666,63361
0,2018-08-20,179,6722,43704
1,2018-08-20,208,6151,42089
0,2018-08-21,32,4644,37040
1,2018-08-21,599,9909,99532
0,2018-08-22,207,1627,86642
1,2018-08-22,930,6295,36042
0,2018-08-23,506,3070,10998
1,2018-08-23,460,6273,14569
0,2018-08-24,563,8299,6830
1,2018-08-24,528,4053,81291
0,2018-08-25,347,8734,66674
1,2018-08-25,609,1711,1727
0,2018-08-26,950,7405,98110
1,2018-08-26,509,9950,94773
0,2018-08-27,443,1066,42250
1,2018-08-27,257,7113,45872
0,2018-08-28,26,6764,40025
1,2018-08-28,746,8035,78242
0,2018-08-29,172,1374,39908
1,2018-08-29,953,8656,32244
0,2018-08-30,51,9928,52936
1,2018-08-30,470,6208,18693
0,2018-08-31,442,1591,31580
1,2018-08-31,899,8001,50279
0,2018-09-01,344,4238,40349
1,2018-09-01,881,6546,79004
0,2018-09-02,721,8922,2626
1,2018-09-02,370,7038,14119
0,2018-09-03,576,8494,30957
1,2018-09-03,203,8163,34965
0,2018-09-04,250,8745,18450
1,2018-09-04,729,985,35708
0,2018-09-05,145,4842,43535
1,2018-09-05,394,2995,50370
0,2018-09-06,209,482,44798
1,2018-09-06,270,6282,95900
0,2018-09-07,64,4724,44771
1,2018-09-07,769,5532,69705
0,2018-09-08,444,7069,86357
1,2018-09-08,992,36,43664
0,2018-09-09,25,119,72910
1,2018-09-09,336,5941,85800
0,2018-09-10,986,4509,84701
1,2018-09-10,576,1402,56014
0,2018-09-11,457,7459,29921
1,2018-09-11,272,1833,72653
0,2018-09-12,930,2475,11757
1,2018-09-12,804,8835,76196
0,2018-09-13,164,3193,95189
1,2018-09-13,66,5415,43823
0,2018-09-14,586,6020,97831
1,2018-09-14,60,8916,83213
0,2018-09-15,377,9628,38918
1,2018-09-15,738,5884,28024
0,2018-09-16,255,8050,30436
1,2018-09-16,713,714,55722
0,2018-09-17,262,7205,70005
1,2018-09-17,733,844,6394
0,2018-09-18,687,5225,72376
1,2018-09-18,939,4561,27139
0,2018-09-19,830,7291,45241
1,2018-09-19,287,2354,71587
0,2018-09-20,658,7006,42130
1,2018-09-20,763,6838,44491
0,2018-09-21,433,9380,18159
1,2018-09-21,786,875,23404
0,2018-09-22,66,7795,76974
1,2018-09-22,420,386,60103
0,2018-09-23,889,7408,78978
1,2018-09-23,621,5811,80235
0,2018-09-24,49,9043,76028
1,2018-09-24,827,7926,67915
0,2018-09-25,835,2968,36912
1,2018-09-25,184,8403,26120
0,2018-09-26,724,8010,21782
1,2018-09-26,142,9707,15939
0,2018-09-27,36,563,58908
1,2018-09-27,652,4954,35301
0,2018-09-28,633,4973,137
1,2018-09-28,219,5493,40274
0,2018-09-29,927,3408,71721
1,2018-09-29,238,5405,46059
0,2018-09-30,712,8822,16110
1,2018-09-30,772,3102,54020
0,2018-10-01,748,8869,1612
1,2018-10-01,407,4132,5893
0,2018-10-02,440,6384,41912
1,2018-10-02,329,1555,53388
0,2018-10-03,435,1916,78093
1,2018-10-03,384,2158,72687
0,2018-10-04,302,4959,67156
1,2018-10-04,210,3277,67871
0,2018-10-05,251,5650,37422
1,2018-10-05,905,8600,75386
0,2018-10-06,651,6812,37209
1,2018-10-06,451,2921,65511
0,2018-10-07,575,8455,4630
1,2018-10-07,128,1402,58480
0,2018-10-08,965,9288,97777
1,2018-10-08,95,84,44152
0,2018-10-09,115,4622,79969
1,2018-10-09,338,5702,1447
0,2018-10-10,414,3894,92838
1,2018-10-10,476,3129,309
0,2018-10-11,473,9532,19617
1,2018-10-11,471,5619,25102
0,2018-10-12,881,7234,1798
1,2018-10-12,377,727,29480
0,2018-10-13,442,6155,56707
1,2018-10-13,327,8582,89749
0,2018-10-14,682,6782,77079
1,2018-10-14,994,2289,72127
0,2018-10-15,336,1524,11319
1,2018-10-15,1,574,20054
0,2018-10-16,329,1900,83725
1,2018-10-16,718,3448,88387
0,2018-10-17,479,4240,98222
1,2018-10-17,296,2518,77594
0,2018-10-18,720,1009,82537
1,2018-10-18,648,8749,19870
0,2018-10-19,612,1369,77980
1,2018-10-19,200,3536,587
0,2018-10-20,536,9149,68103
1,2018-10-20,481,1212,70234
0,2018-10-21,942,2637,42969
1,2018-10-21,266,5192,16014
0,2018-10-22,68,6648,7200
1,2018-10-22,90,7993,43550
0,2018-10-23,633,8437,71868
1,2018-10-23,167,4617,3280
0,2018-10-24,115,3759,8806
1,2018-10-24,705,2522,93447
0,2018-10-25,893,5292,58871
1,2018-10-25,690,8058,9799
0,2018-10-26,773,3393,38835
1,2018-10-26,2,3733,68745
0,2018-10-27,454,3765,66271
1,2018-10-27,370,7407,28611
0,2018-10-28,216,7090,54710
1,2018-10-28,943,31,51829
0,2018-10-29,778,7150,68914
1,2018-10-29,590,559,69064
0,2018-10-30,943,8387,11898
1,2018-10-30,651,413,5151
0,2018-10-31,594,901,63651
1,2018-10-31,929,2314,65490
0,2018-11-01,713,7577,56174
1,2018-11-01,342,3169,14210
0,2018-11-02,182,5961,9115
1,2018-11-02,18,2248,7249
0,2018-11-03,302,8006,48289
1,2018-11-03,836,3568,9552
0,2018-11-04,294,9105,93990
1,2018-11-04,559,3436,22792
0,2018-11-05,314,1660,74053
1,2018-11-05,947,6699,34084
0,2018-11-06,418,9384,51045
1,2018-11-06,911,4289,47206
0,2018-11-07,745,5018,77796
1,2018-11-07,375,1154,18535
0,2018-11-08,971,5130,66081
1,2018-11-08,441,4370,13901
0,2018-11-09,206,4252,9639
1,2018-11-09,483,8131,52987
0,2018-11-10,532,5721,65666
1,2018-11-10,362,9893,53605
0,2018-11-11,212,2816,70277
1,2018-11-11,824,565,31224
0,2018-11-12,887,995,84655
1,2018-11-12,946,1181,98670
0,2018-11-13,635,3025,15564
1,2018-11-13,525,3751,72047
0,2018-11-14,27,4886,70809
1,2018-11-14,23,4750,45710
0,2018-11-15,201,3341,40190
1,2018-11-15,177,677,1716
0,2018-11-16,832,9479,35515
1,2018-11-16,671,9639,9323
0,2018-11-17,674,4968,19283
1,2018-11-17,655,9944,15408
0,2018-11-18,791,2094,88771
1,2018-11-18,53,8570,44433
0,2018-11-19,419,724,90873
1,2018-11-19,14,2788,21904
0,2018-11-20,937,2314,6723
1,2018-11-20,39,886,28703
0,2018-11-21,491,3460,61216
1,2018-11-21,679,4363,12953
0,2018-11-22,789,4790,50830
1,2018-11-22,598,2674,81159
0,2018-11-23,31,1070,97626
1,2018-11-23,325,7588,34431
0,2018-11-24,650,8603,68253
1,2018-11-24,307,9178,21438
0,2018-11-25,572,9710,81520
1,2018-11-25,295,8106,58432
0,2018-11-26,419,5104,79386
1,2018-11-26,790,5860,27214
0,2018-11-27,864,4857,60
1,2018-11-27,41,5849,43638
0,2018-11-28,777,3755,68342
1,2018-11-28,192,8457,11024
0,2018-11-29,697,1240,19392
1,2018-11-29,411,7328,41353
0,2018-11-30,363,256,55768
1,2018-11-30,171,6668,47722
0,2018-12-01,896,5741,90395
1,2018-12-01,173,365,28050
0,2018-12-02,896,181,5136
1,2018-12-02,215,8221,19947
0,2018-12-03,31,8340,51261
1,2018-12-03,451,7685,35490
0,2018-12-04,679,5671,22697
1,2018-12-04,885,1830,15611
0,2018-12-05,281,7045,16664
1,2018-12-05,384,4221,70296
0,2018-12-06,269,6893,88121
1,2018-12-06,529,5883,67314
0,2018-12-07,32,8665,92816
1,2018-12-07,848,399,16981
0,2018-12-08,689,7405,31871
1,2018-12-08,639,6121,20764
0,2018-12-09,706,7224,52669
1,2018-12-09,102,238,48392
0,2018-12-10,24,6820,69613
1,2018-12-10,303,3074,19744
0,2018-12-11,257,4619,51607
1,2018-12-11,554,196,81536
0,2018-12-12,339,4159,32125
1,2018-12-12,398,4532,75025
0,2018-12-13,782,7847,88030
1,2018-12-13,443,26,80891
0,2018-12-14,197,7375,23988
1,2018-12-14,104,7925,22288
0,2018-12-15,487,1694,79637
1,2018-12-15,663,2890,92998
0,2018-12-16,405,3854,78855
1,2018-12-16,405,8694,33723
0,2018-12-17,253,5678,42650
1,2018-12-17,407,9270,11923
0,2018-12-18,354,1167,33696
1,2018-12-18,150,4330,42841
0,2018-12-19,113,670,96792
1,2018-12-19,588,8231,55822
0,2018-12-20,582,8166,27854
1,2018-12-20,242,1854,49751
0,2018-12-21,538,5936,19792
1,2018-12-21,796,2289,71794
0,2018-12-22,711,6017,10294
1,2018-12-22,841,7269,5147
0,2018-12-23,436,6811,78086
1,2018-12-23,428,8162,86896
0,2018-12-24,196,159,38454
1,2018-12-24,446,1413,45086
0,2018-12-25,586,3593,54015
1,2018-12-25,644,2818,62672
0,2018-12-26,142,1989,7963
1,2018-12-26,472,149,47938
0,2018-12-27,765,5308,97551
1,2018-12-27,56,2764,29113
0,2018-12-28,616,6159,34661
1,2018-12-28,644,9222,35052
0,2018-12-29,16,439,4900
1,2018-12-29,49,2560,18436
0,2018-12-30,936,2369,83200
1,2018-12-30,256,9122,1053
0,2018-12-31,156,7900,44106
1,2018-12-31,326,1091,30636
0,2017-01-01,657,325,31773
1,2017-01-01,611,9144,98925
0,2017-01-02,615,27,83679
1,2017-01-02,539,6615,36936
0,2017-01-03,907,1631,59647
1,2017-01-03,844,467,79386
0,2017-01-04,348,7615,73275
1,2017-01-04,107,9675,20798
0,2017-01-05,431,2516,95191
1,2017-01-05,916,7485,27715
0,2017-01-06,317,1940,47134
1,2017-01-06,861,7003,23988
0,2017-01-07,414,1131,35029
1,2017-01-07,886,5623,36442
0,2017-01-08,767,3230,79832
1,2017-01-08,958,7774,28441
0,2017-01-09,952,2905,88143
1,2017-01-09,674,3141,26890
0,2017-01-10,616,7358,16764
1,2017-01-10,867,3112,3272
0,2017-01-11,164,6086,35324
1,2017-01-11,834,297,92317
0,2017-01-12,782,1692,24488
1,2017-01-12,487,9174,51647
0,2017-01-13,643,5339,60832
1,2017-01-13,556,6277,77482
0,2017-01-14,577,833,68118
1,2017-01-14,312,6026,58244
0,2017-01-15,858,929,67412
1,2017-01-15,30,8397,96383
0,2017-01-16,402,5365,15883
1,2017-01-16,855,4355,38132
0,2017-01-17,385,847,67938
1,2017-01-17,984,2149,45848
0,2017-01-18,273,4047,75863
1,2017-01-18,689,9802,11983
0,2017-01-19,356,4371,50643
1,2017-01-19,572,5434,42747
0,2017-01-20,571,1379,49225
1,2017-01-20,265,1569,41909
0,2017-01-21,649,1560,68392
1,2017-01-21,707,2992,86121
0,2017-01-22,713,7382,1855
1,2017-01-22,247,9216,79485
0,2017-01-23,248,3684,46638
1,2017-01-23,944,7773,41704
0,2017-01-24,445,4273,11609
1,2017-01-24,272,5259,39212
0,2017-01-25,654,307,505
1,2017-01-25,77,1066,56580
0,2017-01-26,841,9127,35673
1,2017-01-26,7,8979,61885
0,2017-01-27,181,9510,50635
1,2017-01-27,283,6383,88278
0,2017-01-28,847,5988,46422
1,2017-01-28,159,5925,38807
0,2017-01-29,415,5443,34055
1,2017-01-29,645,953,70935
0,2017-01-30,72,7954,13704
1,2017-01-30,200,2028,40293
0,2017-01-31,145,6847,92153
1,2017-01-31,777,3142,35830
0,2017-02-01,758,7597,42398
1,2017-02-01,792,2948,46479
0,2017-02-02,731,6709,74625
1,2017-02-02,323,4916,54536
0,2017-02-03,245,8865,96070
1,2017-02-03,31,5511,77527
0,2017-02-04,77,794,14809
1,2017-02-04,673,9266,37740
0,2017-02-05,922,8446,5107
1,2017-02-05,172,7808,93130
0,2017-02-06,338,7269,51438
1,2017-02-06,250,3345,75692
0,2017-02-07,630,1361,1112
1,2017-02-07,727,2385,18709
0,2017-02-08,56,9724,94460
1,2017-02-08,755,9012,55197
0,2017-02-09,692,5533,30261
1,2017-02-09,630,1452,70119
0,2017-02-10,718,2255,63023
1,2017-02-10,797,8302,6385
0,2017-02-11,751,8961,82733
1,2017-02-11,206,489,40075
0,2017-02-12,923,9167,75743
1,2017-02-12,782,3193,63687
0,2017-02-13,778,2145,39857
1,2017-02-13,602,8713,6922
0,2017-02-14,668,3668,74180
1,2017-02-14,601,8685,22746
0,2017-02-15,553,1573,44182
1,2017-02-15,297,9794,49776
0,2017-02-16,545,1255,54297
1,2017-02-16,214,1223,8064
0,2017-02-17,200,7621,3451
1,2017-02-17,805,4213,44104
0,2017-02-18,20,4543,69743
1,2017-02-18,613,4241,92167
0,2017-02-19,730,906,62395
1,2017-02-19,836,1161,86311
0,2017-02-20,662,1444,62862
1,2017-02-20,134,8564,98607
0,2017-02-21,562,5563,38751
1,2017-02-21,366,7253,96831
0,2017-02-22,608,5043,34332
1,2017-02-22,81,7977,63652
0,2017-02-23,776,3510,39055
1,2017-02-23,583,4995,82492
0,2017-02-24,150,5206,59786
1,2017-02-24,312,2409,63087
0,2017-02-25,98,3408,7295
1,2017-02-25,823,8496,63688
0,2017-02-26,807,5260,38259
1,2017-02-26,555,4842,63025
0,2017-02-27,619,204,30160
1,2017-02-27,269,5436,56244
0,2017-02-28,505,2610,475
1,2017-02-28,538,9710,76730
0,2017-03-01,484,4908,48128
1,2017-03-01,163,8804,73575
0,2017-03-02,566,6053,16633
1,2017-03-02,326,814,46781
0,2017-03-03,451,1884,82627
1,2017-03-03,887,1932,38069
0,2017-03-04,508,1332,45032
1,2017-03-04,796,7684,71104
0,2017-03-05,985,29,12531
1,2017-03-05,885,2919,409
0,2017-03-06,908,6702,50328
1,2017-03-06,515,5422,83880
0,2017-03-07,489,8096,68188
1,2017-03-07,724,39,74039
0,2017-03-08,685,6793,3853
1,2017-03-08,94,3196,35243
0,2017-03-09,894,5832,91093
1,2017-03-09,496,8882,25216
0,2017-03-10,540,2467,74621
1,2017-03-10,413,4881,54630
0,2017-03-11,525,8873,51338
1,2017-03-11,225,1938,94857
0,2017-03-12,887,9977,53762
1,2017-03-12,357,1650,71572
0,2017-03-13,121,3292,4694
1,2017-03-13,35,3370,56293
0,2017-03-14,832,4146,19849
1,2017-03-14,364,4180,30260
0,2017-03-15,563,363,45593
1,2017-03-15,245,8187,94393
0,2017-03-16,497,8073,25957
1,2017-03-16,287,8531,57409
0,2017-03-17,516,7177,38192
1,2017-03-17,21,5226,3802
0,2017-03-18,929,8118,86975
1,2017-03-18,976,5787,52872
0,2017-03-19,381,3856,90853
1,2017-03-19,104,5640,74941
0,2017-03-20,594,6709,82153
1,2017-03-20,19,9571,49238
0,2017-03-21,297,1703,34492
1,2017-03-21,820,6758,67190
0,2017-03-22,450,4082,40405
1,2017-03-22,755,9289,96781
0,2017-03-23,234,32,49998
1,2017-03-23,236,3443,86029
0,2017-03-24,660,67,7169
1,2017-03-24,851,4368,94982
0,2017-03-25,788,4194,22606
1,2017-03-25,198,4710,70955
0,2017-03-26,500,5957,2589
1,2017-03-26,465,3110,54344
0,2017-03-27,71,258,46032
1,2017-03-27,15,2673,81567
0,2017-03-28,672,5934,37500
1,2017-03-28,9,2582,83674
0,2017-03-29,452,3505,82400
1,2017-03-29,821,7637,64268
0,2017-03-30,203,9199,13086
1,2017-03-30,987,882,72489
0,2017-03-31,476,6072,7954
1,2017-03-31,729,8086,41645
0,2017-04-01,96,5389,49175
1,2017-04-01,103,9717,10648
0,2017-04-02,51,6843,56010
1,2017-04-02,557,5000,71641
0,2017-04-03,119,2539,12068
1,2017-04-03,488,1108,48971
0,2017-04-04,332,3633,81995
1,2017-04-04,64,3394,84530
0,2017-04-05,865,1440,95742
1,2017-04-05,578,255,23675
0,2017-04-06,169,9626,46863
1,2017-04-06,112,8865,95962
0,2017-04-07,36,871,77894
1,2017-04-07,649,786,98344
