Draw,Date,Pick3,Date_Delta
0,2018-03-13,713,2628.0
1,2018-03-13,362,2628.0
0,2018-03-14,198,2629.0
1,2018-03-14,281,2629.0
0,2018-03-15,479,2630.0
1,2018-03-15,973,2630.0
0,2018-03-16,13,2631.0
1,2018-03-16,222,2631.0
0,2018-03-17,728,2632.0
1,2018-03-17,629,2632.0
0,2018-03-18,507,2633.0
1,2018-03-18,420,2633.0
0,2018-03-19,98,2634.0
1,2018-03-19,996,2634.0
0,2018-03-20,240,2635.0
1,2018-03-20,398,2635.0
0,2018-03-21,979,2636.0
1,2018-03-21,421,2636.0
0,2018-03-22,159,2637.0
1,2018-03-22,759,2637.0
0,2018-03-23,746,2638.0
1,2018-03-23,224,2638.0
0,2018-03-24,808,2639.0
1,2018-03-24,495,2639.0
0,2018-03-25,333,2640.0
1,2018-03-25,655,2640.0
0,2018-03-26,604,2641.0
1,2018-03-26,452,2641.0
0,2018-03-27,258,2642.0
1,2018-03-27,477,2642.0
0,2018-03-28,452,2643.0
1,2018-03-28,932,2643.0
0,2018-03-29,250,2644.0
1,2018-03-29,670,2644.0
0,2018-03-30,646,2645.0
1,2018-03-30,184,2645.0
0,2018-03-31,305,2646.0
1,2018-03-31,457,2646.0
0,2018-04-01,734,2647.0
1,2018-04-01,255,2647.0
0,2018-04-02,236,2648.0
1,2018-04-02,218,2648.0
0,2018-04-03,406,2649.0
1,2018-04-03,384,2649.0
0,2018-04-04,30,2650.0
1,2018-04-04,465,2650.0
0,2018-04-05,809,2651.0
1,2018-04-05,186,2651.0
0,2018-04-06,637,2652.0
1,2018-04-06,616,2652.0
0,2018-04-07,291,2653.0
1,2018-04-07,905,2653.0
0,2018-04-08,658,2654.0
1,2018-04-08,179,2654.0
0,2018-04-09,850,2655.0
1,2018-04-09,10,2655.0
0,2018-04-10,748,2656.0
1,2018-04-10,206,2656.0
0,2018-04-11,321,2657.0
1,2018-04-11,630,2657.0
0,2018-04-12,563,2658.0
1,2018-04-12,790,2658.0
0,2018-04-13,553,2659.0
1,2018-04-13,158,2659.0
0,2018-04-14,478,2660.0
1,2018-04-14,12,2660.0
0,2018-04-15,822,2661.0
1,2018-04-15,203,2661.0
0,2018-04-16,609,2662.0
1,2018-04-16,537,2662.0
0,2018-04-17,702,2663.0
1,2018-04-17,721,2663.0
0,2018-04-18,70,2664.0
1,2018-04-18,72,2664.0
0,2018-04-19,467,2665.0
1,2018-04-19,211,2665.0
0,2018-04-20,991,2666.0
1,2018-04-20,314,2666.0
0,2018-04-21,550,2667.0
1,2018-04-21,51,2667.0
0,2018-04-22,255,2668.0
1,2018-04-22,497,2668.0
0,2018-04-23,314,2669.0
1,2018-04-23,42,2669.0
0,2018-04-24,420,2670.0
1,2018-04-24,161,2670.0
0,2018-04-25,312,2671.0
1,2018-04-25,307,2671.0
0,2018-04-26,559,2672.0
1,2018-04-26,318,2672.0
0,2018-04-27,788,2673.0
1,2018-04-27,994,2673.0
0,2018-04-28,230,2674.0
1,2018-04-28,239,2674.0
0,2018-04-29,690,2675.0
1,2018-04-29,660,2675.0
0,2018-04-30,691,2676.0
1,2018-04-30,456,2676.0
0,2018-05-01,396,2677.0
1,2018-05-01,154,2677.0
0,2018-05-02,11,2678.0
1,2018-05-02,445,2678.0
0,2018-05-03,803,2679.0
1,2018-05-03,182,2679.0
0,2018-05-04,444,2680.0
1,2018-05-04,87,2680.0
0,2018-05-05,903,2681.0
1,2018-05-05,99,2681.0
0,2018-05-06,306,2682.0
1,2018-05-06,847,2682.0
0,2018-05-07,985,2683.0
1,2018-05-07,677,2683.0
0,2018-05-08,5,2684.0
1,2018-05-08,920,2684.0
0,2018-05-09,180,2685.0
1,2018-05-09,643,2685.0
0,2018-05-10,239,2686.0
1,2018-05-10,801,2686.0
0,2018-05-11,293,2687.0
1,2018-05-11,554,2687.0
0,2018-05-12,323,2688.0
1,2018-05-12,815,2688.0
0,2018-05-13,698,2689.0
1,2018-05-13,630,2689.0
0,2018-05-14,81,2690.0
1,2018-05-14,751,2690.0
0,2018-05-15,323,2691.0
1,2018-05-15,123,2691.0
0,2018-05-16,592,2692.0
1,2018-05-16,489,2692.0
0,2018-05-17,142,2693.0
1,2018-05-17,913,2693.0
0,2018-05-18,307,2694.0
1,2018-05-18,517,2694.0
0,2018-05-19,139,2695.0
1,2018-05-19,28,2695.0
0,2018-05-20,373,2696.0
1,2018-05-20,632,2696.0
0,2018-05-21,781,2697.0
1,2018-05-21,938,2697.0
0,2018-05-22,582,2698.0
1,2018-05-22,917,2698.0
0,2018-05-23,949,2699.0
1,2018-05-23,118,2699.0
0,2018-05-24,791,2700.0
1,2018-05-24,364,2700.0
0,2018-05-25,987,2701.0
1,2018-05-25,766,2701.0
0,2018-05-26,488,2702.0
1,2018-05-26,805,2702.0
0,2018-05-27,224,2703.0
1,2018-05-27,949,2703.0
0,2018-05-28,145,2704.0
1,2018-05-28,619,2704.0
0,2018-05-29,977,2705.0
1,2018-05-29,285,2705.0
0,2018-05-30,217,2706.0
1,2018-05-30,914,2706.0
0,2018-05-31,250,2707.0
1,2018-05-31,164,2707.0
0,2018-06-01,578,2708.0
1,2018-06-01,496,2708.0
0,2018-06-02,726,2709.0
1,2018-06-02,140,2709.0
0,2018-06-03,41,2710.0
1,2018-06-03,183,2710.0
0,2018-06-04,547,2711.0
1,2018-06-04,589,2711.0
0,2018-06-05,873,2712.0
1,2018-06-05,693,2712.0
0,2018-06-06,273,2713.0
1,2018-06-06,24,2713.0
0,2018-06-07,731,2714.0
1,2018-06-07,973,2714.0
0,2018-06-08,663,2715.0
1,2018-06-08,447,2715.0
0,2018-06-09,188,2716.0
1,2018-06-09,328,2716.0
0,2018-06-10,3,2717.0
1,2018-06-10,602,2717.0
0,2018-06-11,731,2718.0
1,2018-06-11,702,2718.0
0,2018-06-12,613,2719.0
1,2018-06-12,192,2719.0
0,2018-06-13,233,2720.0
1,2018-06-13,486,2720.0
0,2018-06-14,867,2721.0
1,2018-06-14,874,2721.0
0,2018-06-15,624,2722.0
1,2018-06-15,533,2722.0
0,2018-06-16,35,2723.0
1,2018-06-16,642,2723.0
0,2018-06-17,782,2724.0
1,2018-06-17,498,2724.0
0,2018-06-18,371,2725.0
1,2018-06-18,318,2725.0
0,2018-06-19,830,2726.0
1,2018-06-19,118,2726.0
0,2018-06-20,101,2727.0
1,2018-06-20,705,2727.0
0,2018-06-21,456,2728.0
1,2018-06-21,995,2728.0
0,2018-06-22,933,2729.0
1,2018-06-22,901,2729.0
0,2018-06-23,781,2730.0
1,2018-06-23,605,2730.0
0,2018-06-24,317,2731.0
1,2018-06-24,722,2731.0
0,2018-06-25,628,2732.0
1,2018-06-25,910,2732.0
0,2018-06-26,588,2733.0
1,2018-06-26,275,2733.0
0,2018-06-27,50,2734.0
1,2018-06-27,448,2734.0
0,2018-06-28,616,2735.0
1,2018-06-28,132,2735.0
0,2018-06-29,420,2736.0
1,2018-06-29,141,2736.0
0,2018-06-30,810,2737.0
1,2018-06-30,267,2737.0
0,2018-07-01,361,2738.0
1,2018-07-01,273,2738.0
0,2018-07-02,20,2739.0
1,2018-07-02,494,2739.0
0,2018-07-03,669,2740.0
1,2018-07-03,119,2740.0
0,2018-07-04,168,2741.0
1,2018-07-04,694,2741.0
0,2018-07-05,383,2742.0
1,2018-07-05,724,2742.0
0,2018-07-06,212,2743.0
1,2018-07-06,7,2743.0
0,2018-07-07,410,2744.0
1,2018-07-07,955,2744.0
0,2018-07-08,122,2745.0
1,2018-07-08,149,2745.0
0,2018-07-09,201,2746.0
1,2018-07-09,507,2746.0
0,2018-07-10,751,2747.0
1,2018-07-10,897,2747.0
0,2018-07-11,189,2748.0
1,2018-07-11,368,2748.0
0,2018-07-12,221,2749.0
1,2018-07-12,778,2749.0
0,2018-07-13,283,2750.0
1,2018-07-13,686,2750.0
0,2018-07-14,20,2751.0
1,2018-07-14,503,2751.0
0,2018-07-15,485,2752.0
1,2018-07-15,731,2752.0
0,2018-07-16,806,2753.0
1,2018-07-16,851,2753.0
0,2018-07-17,848,2754.0
1,2018-07-17,740,2754.0
0,2018-07-18,303,2755.0
1,2018-07-18,728,2755.0
0,2018-07-19,275,2756.0
1,2018-07-19,153,2756.0
0,2018-07-20,940,2757.0
1,2018-07-20,44,2757.0
0,2018-07-21,715,2758.0
1,2018-07-21,236,2758.0
0,2018-07-22,299,2759.0
1,2018-07-22,417,2759.0
0,2018-07-23,923,2760.0
1,2018-07-23,376,2760.0
0,2018-07-24,817,2761.0
1,2018-07-24,217,2761.0
0,2018-07-25,355,2762.0
1,2018-07-25,812,2762.0
0,2018-07-26,111,2763.0
1,2018-07-26,516,2763.0
0,2018-07-27,657,2764.0
1,2018-07-27,706,2764.0
0,2018-07-28,322,2765.0
1,2018-07-28,186,2765.0
0,2018-07-29,14,2766.0
1,2018-07-29,431,2766.0
0,2018-07-30,939,2767.0
1,2018-07-30,676,2767.0
0,2018-07-31,809,2768.0
1,2018-07-31,223,2768.0
0,2018-08-01,513,2769.0
1,2018-08-01,508,2769.0
0,2018-08-02,61,2770.0
1,2018-08-02,183,2770.0
0,2018-08-03,962,2771.0
1,2018-08-03,769,2771.0
0,2018-08-04,800,2772.0
1,2018-08-04,131,2772.0
0,2018-08-05,518,2773.0
1,2018-08-05,991,2773.0
0,2018-08-06,593,2774.0
1,2018-08-06,915,2774.0
0,2018-08-07,246,2775.0
1,2018-08-07,917,2775.0
0,2018-08-08,263,2776.0
1,2018-08-08,738,2776.0
0,2018-08-09,676,2777.0
1,2018-08-09,824,2777.0
0,2018-08-10,416,2778.0
1,2018-08-10,16,2778.0
0,2018-08-11,447,2779.0
1,2018-08-11,763,2779.0
0,2018-08-12,254,2780.0
1,2018-08-12,239,2780.0
0,2018-08-13,791,2781.0
1,2018-08-13,764,2781.0
0,2018-08-14,476,2782.0
1,2018-08-14,996,2782.0
0,2018-08-15,454,2783.0
1,2018-08-15,45,2783.0
0,2018-08-16,658,2784.0
1,2018-08-16,412,2784.0
0,2018-08-17,786,2785.0
1,2018-08-17,359,2785.0
0,2018-08-18,853,2786.0
1,2018-08-18,251,2786.0
0,2018-08-19,877,2787.0
1,2018-08-19,304,2787.0
0,2018-08-20,179,2788.0
1,2018-08-20,208,2788.0
0,2018-08-21,32,2789.0
1,2018-08-21,599,2789.0
0,2018-08-22,207,2790.0
1,2018-08-22,930,2790.0
0,2018-08-23,506,2791.0
1,2018-08-23,460,2791.0
0,2018-08-24,563,2792.0
1,2018-08-24,528,2792.0
0,2018-08-25,347,2793.0
1,2018-08-25,609,2793.0
0,2018-08-26,950,2794.0
1,2018-08-26,509,2794.0
0,2018-08-27,443,2795.0
1,2018-08-27,257,2795.0
0,2018-08-28,26,2796.0
1,2018-08-28,746,2796.0
0,2018-08-29,172,2797.0
1,2018-08-29,953,2797.0
0,2018-08-30,51,2798.0
1,2018-08-30,470,2798.0
0,2018-08-31,442,2799.0
1,2018-08-31,899,2799.0
0,2018-09-01,344,2800.0
1,2018-09-01,881,2800.0
0,2018-09-02,721,2801.0
1,2018-09-02,370,2801.0
0,2018-09-03,576,2802.0
1,2018-09-03,203,2802.0
0,2018-09-04,250,2803.0
1,2018-09-04,729,2803.0
0,2018-09-05,145,2804.0
1,2018-09-05,394,2804.0
0,2018-09-06,209,2805.0
1,2018-09-06,270,2805.0
0,2018-09-07,64,2806.0
1,2018-09-07,769,2806.0
0,2018-09-08,444,2807.0
1,2018-09-08,992,2807.0
0,2018-09-09,25,2808.0
1,2018-09-09,336,2808.0
0,2018-09-10,986,2809.0
1,2018-09-10,576,2809.0
0,2018-09-11,457,2810.0
1,2018-09-11,272,2810.0
0,2018-09-12,930,2811.0
1,2018-09-12,804,2811.0
0,2018-09-13,164,2812.0
1,2018-09-13,66,2812.0
0,2018-09-14,586,2813.0
1,2018-09-14,60,2813.0
0,2018-09-15,377,2814.0
1,2018-09-15,738,2814.0
0,2018-09-16,255,2815.0
1,2018-09-16,713,2815.0
0,2018-09-17,262,2816.0
1,2018-09-17,733,2816.0
0,2018-09-18,687,2817.0
1,2018-09-18,939,2817.0
0,2018-09-19,830,2818.0
1,2018-09-19,287,2818.0
0,2018-09-20,658,2819.0
1,2018-09-20,763,2819.0
0,2018-09-21,433,2820.0
1,2018-09-21,786,2820.0
0,2018-09-22,66,2821.0
1,2018-09-22,420,2821.0
0,2018-09-23,889,2822.0
1,2018-09-23,621,2822.0
0,2018-09-24,49,2823.0
1,2018-09-24,827,2823.0
0,2018-09-25,835,2824.0
1,2018-09-25,184,2824.0
0,2018-09-26,724,2825.0
1,2018-09-26,142,2825.0
0,2018-09-27,36,2826.0
1,2018-09-27,652,2826.0
0,2018-09-28,633,2827.0
1,2018-09-28,219,2827.0
0,2018-09-29,927,2828.0
1,2018-09-29,238,2828.0
0,2018-09-30,712,2829.0
1,2018-09-30,772,2829.0
0,2018-10-01,748,2830.0
1,2018-10-01,407,2830.0
0,2018-10-02,440,2831.0
1,2018-10-02,329,2831.0
0,2018-10-03,435,2832.0
1,2018-10-03,384,2832.0
0,2018-10-04,302,2833.0
1,2018-10-04,210,2833.0
0,2018-10-05,251,2834.0
1,2018-10-05,905,2834.0
0,2018-10-06,651,2835.0
1,2018-10-06,451,2835.0
0,2018-10-07,575,2836.0
1,2018-10-07,128,2836.0
0,2018-10-08,965,2837.0
1,2018-10-08,95,2837.0
0,2018-10-09,115,2838.0
1,2018-10-09,338,2838.0
0,2018-10-10,414,2839.0
1,2018-10-10,476,2839.0
0,2018-10-11,473,2840.0
1,2018-10-11,471,2840.0
0,2018-10-12,881,2841.0
1,2018-10-12,377,2841.0
0,2018-10-13,442,2842.0
1,2018-10-13,327,2842.0
0,2018-10-14,682,2843.0
1,2018-10-14,994,2843.0
0,2018-10-15,336,2844.0
1,2018-10-15,1,2844.0
0,2018-10-16,329,2845.0
1,2018-10-16,718,2845.0
0,2018-10-17,479,2846.0
1,2018-10-17,296,2846.0
0,2018-10-18,720,2847.0
1,2018-10-18,648,2847.0
0,2018-10-19,612,2848.0
1,2018-10-19,200,2848.0
0,2018-10-20,536,2849.0
1,2018-10-20,481,2849.0
0,2018-10-21,942,2850.0
1,2018-10-21,266,2850.0
0,2018-10-22,68,2851.0
1,2018-10-22,90,2851.0
0,2018-10-23,633,2852.0
1,2018-10-23,167,2852.0
0,2018-10-24,115,2853.0
1,2018-10-24,705,2853.0
0,2018-10-25,893,2854.0
1,2018-10-25,690,2854.0
0,2018-10-26,773,2855.0
1,2018-10-26,2,2855.0
0,2018-10-27,454,2856.0
1,2018-10-27,370,2856.0
0,2018-10-28,216,2857.0
1,2018-10-28,943,2857.0
0,2018-10-29,778,2858.0
1,2018-10-29,590,2858.0
0,2018-10-30,943,2859.0
1,2018-10-30,651,2859.0
0,2018-10-31,594,2860.0
1,2018-10-31,929,2860.0
0,2018-11-01,713,2861.0
1,2018-11-01,342,2861.0
0,2018-11-02,182,2862.0
1,2018-11-02,18,2862.0
0,2018-11-03,302,2863.0
1,2018-11-03,836,2863.0
0,2018-11-04,294,2864.0
1,2018-11-04,559,2864.0
0,2018-11-05,314,2865.0
1,2018-11-05,947,2865.0
0,2018-11-06,418,2866.0
1,2018-11-06,911,2866.0
0,2018-11-07,745,2867.0
1,2018-11-07,375,2867.0
0,2018-11-08,971,2868.0
1,2018-11-08,441,2868.0
0,2018-11-09,206,2869.0
1,2018-11-09,483,2869.0
0,2018-11-10,532,2870.0
1,2018-11-10,362,2870.0
0,2018-11-11,212,2871.0
1,2018-11-11,824,2871.0
0,2018-11-12,887,2872.0
1,2018-11-12,946,2872.0
0,2018-11-13,635,2873.0
1,2018-11-13,525,2873.0
0,2018-11-14,27,2874.0
1,2018-11-14,23,2874.0
0,2018-11-15,201,2875.0
1,2018-11-15,177,2875.0
0,2018-11-16,832,2876.0
1,2018-11-16,671,2876.0
0,2018-11-17,674,2877.0
1,2018-11-17,655,2877.0
0,2018-11-18,791,2878.0
1,2018-11-18,53,2878.0
0,2018-11-19,419,2879.0
1,2018-11-19,14,2879.0
0,2018-11-20,937,2880.0
1,2018-11-20,39,2880.0
0,2018-11-21,491,2881.0
1,2018-11-21,679,2881.0
0,2018-11-22,789,2882.0
1,2018-11-22,598,2882.0
0,2018-11-23,31,2883.0
1,2018-11-23,325,2883.0
0,2018-11-24,650,2884.0
1,2018-11-24,307,2884.0
0,2018-11-25,572,2885.0
1,2018-11-25,295,2885.0
0,2018-11-26,419,2886.0
1,2018-11-26,790,2886.0
0,2018-11-27,864,2887.0
1,2018-11-27,41,2887.0
0,2018-11-28,777,2888.0
1,2018-11-28,192,2888.0
0,2018-11-29,697,2889.0
1,2018-11-29,411,2889.0
0,2018-11-30,363,2890.0
1,2018-11-30,171,2890.0
0,2018-12-01,896,2891.0
1,2018-12-01,173,2891.0
0,2018-12-02,896,2892.0
1,2018-12-02,215,2892.0
0,2018-12-03,31,2893.0
1,2018-12-03,451,2893.0
0,2018-12-04,679,2894.0
1,2018-12-04,885,2894.0
0,2018-12-05,281,2895.0
1,2018-12-05,384,2895.0
0,2018-12-06,269,2896.0
1,2018-12-06,529,2896.0
0,2018-12-07,32,2897.0
1,2018-12-07,848,2897.0
0,2018-12-08,689,2898.0
1,2018-12-08,639,2898.0
0,2018-12-09,706,2899.0
1,2018-12-09,102,2899.0
0,2018-12-10,24,2900.0
1,2018-12-10,303,2900.0
0,2018-12-11,257,2901.0
1,2018-12-11,554,2901.0
0,2018-12-12,339,2902.0
1,2018-12-12,398,2902.0
0,2018-12-13,782,2903.0
1,2018-12-13,443,2903.0
0,2018-12-14,197,2904.0
1,2018-12-14,104,2904.0
0,2018-12-15,487,2905.0
1,2018-12-15,663,2905.0
0,2018-12-16,405,2906.0
1,2018-12-16,405,2906.0
0,2018-12-17,253,2907.0
1,2018-12-17,407,2907.0
0,2018-12-18,354,2908.0
1,2018-12-18,150,2908.0
0,2018-12-19,113,2909.0
1,2018-12-19,588,2909.0
0,2018-12-20,582,2910.0
1,2018-12-20,242,2910.0
0,2018-12-21,538,2911.0
1,2018-12-21,796,2911.0
0,2018-12-22,711,2912.0
1,2018-12-22,841,2912.0
0,2018-12-23,436,2913.0
1,2018-12-23,428,2913.0
0,2018-12-24,196,2914.0
1,2018-12-24,446,2914.0
0,2018-12-25,586,2915.0
1,2018-12-25,644,2915.0
0,2018-12-26,142,2916.0
1,2018-12-26,472,2916.0
0,2018-12-27,765,2917.0
1,2018-12-27,56,2917.0
0,2018-12-28,616,2918.0
1,2018-12-28,644,2918.0
0,2018-12-29,16,2919.0
1,2018-12-29,49,2919.0
0,2018-12-30,936,2920.0
1,2018-12-30,256,2920.0
0,2018-12-31,156,2921.0
1,2018-12-31,326,2921.0
0,2017-01-01,657,2192.0
1,2017-01-01,611,2192.0
0,2017-01-02,615,2193.0
1,2017-01-02,539,2193.0
0,2017-01-03,907,2194.0
1,2017-01-03,844,2194.0
0,2017-01-04,348,2195.0
1,2017-01-04,107,2195.0
0,2017-01-05,431,2196.0
1,2017-01-05,916,2196.0
0,2017-01-06,317,2197.0
1,2017-01-06,861,2197.0
0,2017-01-07,414,2198.0
1,2017-01-07,886,2198.0
0,2017-01-08,767,2199.0
1,2017-01-08,958,2199.0
0,2017-01-09,952,2200.0
1,2017-01-09,674,2200.0
0,2017-01-10,616,2201.0
1,2017-01-10,867,2201.0
0,2017-01-11,164,2202.0
1,2017-01-11,834,2202.0
0,2017-01-12,782,2203.0
1,2017-01-12,487,2203.0
0,2017-01-13,643,2204.0
1,2017-01-13,556,2204.0
0,2017-01-14,577,2205.0
1,2017-01-14,312,2205.0
0,2017-01-15,858,2206.0
1,2017-01-15,30,2206.0
0,2017-01-16,402,2207.0
1,2017-01-16,855,2207.0
0,2017-01-17,385,2208.0
1,2017-01-17,984,2208.0
0,2017-01-18,273,2209.0
1,2017-01-18,689,2209.0
0,2017-01-19,356,2210.0
1,2017-01-19,572,2210.0
0,2017-01-20,571,2211.0
1,2017-01-20,265,2211.0
0,2017-01-21,649,2212.0
1,2017-01-21,707,2212.0
0,2017-01-22,713,2213.0
1,2017-01-22,247,2213.0
0,2017-01-23,248,2214.0
1,2017-01-23,944,2214.0
0,2017-01-24,445,2215.0
1,2017-01-24,272,2215.0
0,2017-01-25,654,2216.0
1,2017-01-25,77,2216.0
0,2017-01-26,841,2217.0
1,2017-01-26,7,2217.0
0,2017-01-27,181,2218.0
1,2017-01-27,283,2218.0
0,2017-01-28,847,2219.0
1,2017-01-28,159,2219.0
0,2017-01-29,415,2220.0
1,2017-01-29,645,2220.0
0,2017-01-30,72,2221.0
1,2017-01-30,200,2221.0
0,2017-01-31,145,2222.0
1,2017-01-31,777,2222.0
0,2017-02-01,758,2223.0
1,2017-02-01,792,2223.0
0,2017-02-02,731,2224.0
1,2017-02-02,323,2224.0
0,2017-02-03,245,2225.0
1,2017-02-03,31,2225.0
0,2017-02-04,77,2226.0
1,2017-02-04,673,2226.0
0,2017-02-05,922,2227.0
1,2017-02-05,172,2227.0
0,2017-02-06,338,2228.0
1,2017-02-06,250,2228.0
0,2017-02-07,630,2229.0
1,2017-02-07,727,2229.0
0,2017-02-08,56,2230.0
1,2017-02-08,755,2230.0
0,2017-02-09,692,2231.0
1,2017-02-09,630,2231.0
0,2017-02-10,718,2232.0
1,2017-02-10,797,2232.0
0,2017-02-11,751,2233.0
1,2017-02-11,206,2233.0
0,2017-02-12,923,2234.0
1,2017-02-12,782,2234.0
0,2017-02-13,778,2235.0
1,2017-02-13,602,2235.0
0,2017-02-14,668,2236.0
1,2017-02-14,601,2236.0
0,2017-02-15,553,2237.0
1,2017-02-15,297,2237.0
0,2017-02-16,545,2238.0
1,2017-02-16,214,2238.0
0,2017-02-17,200,2239.0
1,2017-02-17,805,2239.0
0,2017-02-18,20,2240.0
1,2017-02-18,613,2240.0
0,2017-02-19,730,2241.0
1,2017-02-19,836,2241.0
0,2017-02-20,662,2242.0
1,2017-02-20,134,2242.0
0,2017-02-21,562,2243.0
1,2017-02-21,366,2243.0
0,2017-02-22,608,2244.0
1,2017-02-22,81,2244.0
0,2017-02-23,776,2245.0
1,2017-02-23,583,2245.0
0,2017-02-24,150,2246.0
1,2017-02-24,312,2246.0
0,2017-02-25,98,2247.0
1,2017-02-25,823,2247.0
0,2017-02-26,807,2248.0
1,2017-02-26,555,2248.0
0,2017-02-27,619,2249.0
1,2017-02-27,269,2249.0
0,2017-02-28,505,2250.0
1,2017-02-28,538,2250.0
0,2017-03-01,484,2251.0
1,2017-03-01,163,2251.0
0,2017-03-02,566,2252.0
1,2017-03-02,326,2252.0
0,2017-03-03,451,2253.0
1,2017-03-03,887,2253.0
0,2017-03-04,508,2254.0
1,2017-03-04,796,2254.0
0,2017-03-05,985,2255.0
1,2017-03-05,885,2255.0
0,2017-03-06,908,2256.0
1,2017-03-06,515,2256.0
0,2017-03-07,489,2257.0
1,2017-03-07,724,2257.0
0,2017-03-08,685,2258.0
1,2017-03-08,94,2258.0
0,2017-03-09,894,2259.0
1,2017-03-09,496,2259.0
0,2017-03-10,540,2260.0
1,2017-03-10,413,2260.0
0,2017-03-11,525,2261.0
1,2017-03-11,225,2261.0
0,2017-03-12,887,2262.0
1,2017-03-12,357,2262.0
0,2017-03-13,121,2263.0
1,2017-03-13,35,2263.0
0,2017-03-14,832,2264.0
1,2017-03-14,364,2264.0
0,2017-03-15,563,2265.0
1,2017-03-15,245,2265.0
0,2017-03-16,497,2266.0
1,2017-03-16,287,2266.0
0,2017-03-17,516,2267.0
1,2017-03-17,21,2267.0
0,2017-03-18,929,2268.0
1,2017-03-18,976,2268.0
0,2017-03-19,381,2269.0
1,2017-03-19,104,2269.0
0,2017-03-20,594,2270.0
1,2017-03-20,19,2270.0
0,2017-03-21,297,2271.0
1,2017-03-21,820,2271.0
0,2017-03-22,450,2272.0
1,2017-03-22,755,2272.0
0,2017-03-23,234,2273.0
1,2017-03-23,236,2273.0
0,2017-03-24,660,2274.0
1,2017-03-24,851,2274.0
0,2017-03-25,788,2275.0
1,2017-03-25,198,2275.0
0,2017-03-26,500,2276.0
1,2017-03-26,465,2276.0
0,2017-03-27,71,2277.0
1,2017-03-27,15,2277.0
0,2017-03-28,672,2278.0
1,2017-03-28,9,2278.0
0,2017-03-29,452,2279.0
1,2017-03-29,821,2279.0
0,2017-03-30,203,2280.0
1,2017-03-30,987,2280.0
0,2017-03-31,476,2281.0
1,2017-03-31,729,2281.0
0,2017-04-01,96,2282.0
1,2017-04-01,103,2282.0
0,2017-04-02,51,2283.0
1,2017-04-02,557,2283.0
0,2017-04-03,119,2284.0
1,2017-04-03,488,2284.0
0,2017-04-04,332,2285.0
1,2017-04-04,64,2285.0
0,2017-04-05,865,2286.0
1,2017-04-05,578,2286.0
0,2017-04-06,169,2287.0
1,2017-04-06,112,2287.0
0,2017-04-07,36,2288.0
1,2017-04-07,649,2288.0
0,2017-04-08,396,2289.0
1,2017-04-08,692,2289.0
0,2017-04-09,128,2290.0
1,2017-04-09,908,2290.0
0,2017-04-10,584,2291.0
1,2017-04-10,693,2291.0
0,2017-04-11,828,2292.0
1,2017-04-11,534,2292.0
0,2017-04-12,906,2293.0
1,2017-04-12,750,2293.0
0,2017-04-13,117,2294.0
1,2017-04-13,415,2294.0
0,2017-04-14,893,2295.0
1,2017-04-14,2,2295.0
0,2017-04-15,54,2296.0
1,2017-04-15,823,2296.0
0,2017-04-16,246,2297.0
1,2017-04-16,679,2297.0
0,2017-04-17,650,2298.0
1,2017-04-17,948,2298.0
0,2017-04-18,725,2299.0
1,2017-04-18,148,2299.0
0,2017-04-19,856,2300.0
1,2017-04-19,940,2300.0
0,2017-04-20,975,2301.0
1,2017-04-20,767,2301.0
0,2017-04-21,789,2302.0
1,2017-04-21,363,2302.0
0,2017-04-22,640,2303.0
1,2017-04-22,296,2303.0
0,2017-04-23,637,2304.0
1,2017-04-23,53,2304.0
0,2017-04-24,36,2305.0
1,2017-04-24,200,2305.0
0,2017-04-25,692,2306.0
1,2017-04-25,513,2306.0
0,2017-04-26,262,2307.0
1,2017-04-26,621,2307.0
0,2017-04-27,604,2308.0
1,2017-04-27,527,2308.0
0,2017-04-28,262,2309.0
1,2017-04-28,118,2309.0
0,2017-04-29,795,2310.0
1,2017-04-29,601,2310.0
0,2017-04-30,373,2311.0
1,2017-04-30,491,2311.0
0,2017-05-01,660,2312.0
1,2017-05-01,586,2312.0
0,2017-05-02,691,2313.0
1,2017-05-02,298,2313.0
0,2017-05-03,732,2314.0
1,2017-05-03,390,2314.0
0,2017-05-04,460,2315.0
1,2017-05-04,691,2315.0
0,2017-05-05,841,2316.0
1,2017-05-05,811,2316.0
0,2017-05-06,989,2317.0
1,2017-05-06,821,2317.0
0,2017-05-07,569,2318.0
1,2017-05-07,316,2318.0
0,2017-05-08,413,2319.0
1,2017-05-08,156,2319.0
0,2017-05-09,568,2320.0
1,2017-05-09,273,2320.0
0,2017-05-10,591,2321.0
1,2017-05-10,201,2321.0
0,2017-05-11,890,2322.0
1,2017-05-11,416,2322.0
0,2017-05-12,901,2323.0
1,2017-05-12,976,2323.0
0,2017-05-13,293,2324.0
1,2017-05-13,172,2324.0
0,2017-05-14,112,2325.0
1,2017-05-14,957,2325.0
0,2017-05-15,743,2326.0
1,2017-05-15,33,2326.0
0,2017-05-16,125,2327.0
1,2017-05-16,874,2327.0
0,2017-05-17,582,2328.0
1,2017-05-17,787,2328.0
0,2017-05-18,347,2329.0
1,2017-05-18,952,2329.0
0,2017-05-19,596,2330.0
1,2017-05-19,177,2330.0
0,2017-05-20,464,2331.0
1,2017-05-20,237,2331.0
0,2017-05-21,378,2332.0
1,2017-05-21,138,2332.0
0,2017-05-22,320,2333.0
1,2017-05-22,421,2333.0
0,2017-05-23,235,2334.0
